@id	name	short_name	old_name	date_started	population:pupils:2012	population:pupils:2015	isced:level	addr:region	addr:province	addr:town	addr:city	addr:borough	addr:housenumber	addr:street	addr:street:corner	addr:neighbourhood	addr:village	addr:hamlet	operator	latitude	longitude	hrslph100m	priority
120417	Inawasan Elementary School			1984	253	288	0-1	Central Visayas	Negros Oriental	Pamplona									Pamplona District of Negros Oriental Schools Division, Department of Education	9.467767	123.041076	true	medium
120434	Pedro A. Remoto Elementary School		Jilocon Elementary School	1931	222	255	0-1	Central Visayas	Negros Oriental	San Jose									San Jose District of Negros Oriental Schools Division, Department of Education	9.426244	123.233342	true	medium
120445	Bantolinao Elementary School			1957	127	142	0-1	Central Visayas	Negros Oriental	Siaton						Bantolinao	Cabangahan		Siaton West District of Negros Oriental Schools Division, Department of Education	9.074298	122.961731	true	medium
120474	Palayuhan Elementary School			1938	245	269	0-1	Central Visayas	Negros Oriental	Siaton						Palayuhan	Siit		Siaton East District of Negros Oriental Schools Division, Department of Education	9.0718078	123.1423021	true	medium
120603	Tanlad Elementary School		Tanlad Primary School	1970	120	139	0-1	Central Visayas	Negros Oriental	Tayasan									Tayasan District of Negros Oriental Schools Division, Department of Education	9.975951	123.010826	true	medium
120605	Badiang Primary School			1968	44	58	0-1	Central Visayas	Negros Oriental	Valencia						Badiang	Pulangbato		Valencia District of Negros Oriental Schools Division, Department of Education	9.323587214	123.1554059	false	medium
218511	Pantoc Elementary School			2004	74	83	1	Cordillera Administrative Region	Abra	San Quintin									San Quintin District of Abra Schools Division, Department of Education	17.519182	120.535103	true	medium
135238	Malitao Primary School			1985	22	14	1	Cordillera Administrative Region	Apayao	Calanasan						Malitao	Butao		Calanasan District of Apayao Schools Division, Department of Education	18.1186	120.9884	false	medium
135241	Naguilian Sur Primary School			1990	40	13	1	Cordillera Administrative Region	Apayao	Calanasan									Calanasan District of Apayao Schools Division, Department of Education	18.1383	121.0782	false	medium
135528	Solomon Solano Elementary School		Mambolo Community School	2000	77	94	0-1	Cordillera Administrative Region	Benguet	Itogon							Twin River		Itogon II District of Benguet Schools Division, Department of Education	16.38006	120.689494	true	medium
135722	Balangabang Elementary School			1945	37	40	0-1	Cordillera Administrative Region	Benguet	Tublay									Tublay District of Benguet Schools Division, Department of Education	16.530055	120.58614	true	medium
135877	Tuplac Elementary School			1967	92	87	1	Cordillera Administrative Region	Ifugao	Kiangan							Tuplac		Kiangan District of Ifugao Schools Division, Department of Education	16.765311	121.081441	true	medium
136199	Bagnen Elementary School			1948	132	125	1	Cordillera Administrative Region	Mountain Province	Bauko									Bauko I District of Mt. Province Schools Division, Department of Education	17.025683	120.86596	true	medium
128263	Compostela Central Elementary School			1919	3453	3979	1	Davao	Compostela Valley	Compostela				Osmeña Street		Purok 7	Poblacion		Compostela District of Compostela Valley Schools Division, Department of Education	7.6719129	126.088992	true	medium
128265	Lagab Elementary School			1962	294	357	1	Davao	Compostela Valley	Compostela						Purok 12			Compostela District of Compostela Valley Schools Division, Department of Education	7.678100586	126.0900879	true	medium
128338	Masicareg Elementary School			1995	145	170	1	Davao	Compostela Valley	Mabini						Masicareg	Anitapan		Mabini District of Compostela Valley Schools Division, Department of Education	7.249079	126.002986	true	medium
128375	Panoraon Elementary School			1972	291	320	1	Davao	Compostela Valley	Maco						Purok 4	Panoraon		Maco South District of Compostela Valley Schools Division, Department of Education	7.418254	126.05249	true	medium
128386	Mahayahay Elementary School			1990	95	117	1	Davao	Compostela Valley	Maragusan				Pinarasan Street					Maragusan District of Compostela Valley Schools Division, Department of Education	7.3537222	126.0896639	true	medium
128433	Inambatan Elementary School			1954	230	273	1	Davao	Compostela Valley	Monkayo						Purok 1			Moncayo District of Compostela Valley Schools Division, Department of Education	7.7868	126.059143	true	medium
128449	Rizal Memorial Elementary School			1957	319	379	1	Davao	Compostela Valley	Monkayo						Purok 2			Moncayo District of Compostela Valley Schools Division, Department of Education	7.892703	126.079323	true	medium
128474	New Visayas Elementary School			1955	515	585	1	Davao	Compostela Valley	Montevista						Purok 2	New Visayas		Montevista District of Compostela Valley Schools Division, Department of Education	7.700487	126.0115689	true	medium
128471	Montevista Central Elementary School		Kangleon Elementary School	1958-08-01	1775	1997	1	Davao	Compostela Valley	Montevista				National Highway		Purok 3			Montevista District of Compostela Valley Schools Division, Department of Education	7.7038952	125.9908295	true	medium
128490	Magading Elementary School			1956-09-01	240	287	1	Davao	Compostela Valley	Nabunturan						Purok 1	Magading		Nabunturan East District of Compostela Valley Schools Division, Department of Education	7.617036	126.035751	true	medium
128497	Pangutosan Elementary School			1960	207	239	1	Davao	Compostela Valley	Nabunturan									Nabunturan East District of Compostela Valley Schools Division, Department of Education	7.603736	125.995403	true	medium
128498	San Vicente Elementary School			2002	85	92	1	Davao	Compostela Valley	Nabunturan						Purok 2			Nabunturan East District of Compostela Valley Schools Division, Department of Education	7.562519	125.980524	true	medium
315818	New Sibonga National High School			2008	401	401	2-3	Davao	Compostela Valley	Nabunturan				National Highway		Purok 3			Nabunturan West District of Compostela Valley Schools Division, Department of Education	7.555146	125.929329	true	medium
128510	Andap Elementary School			1969	328	381	1	Davao	Compostela Valley	New Bataan						Purok 5-A	Camarin	Taytayan	New Bataan District of Compostela Valley Schools Division, Department of Education	7.513305664	126.1585083	true	medium
128556	Piasusuan Elementary School			1984	47	56	1	Davao	Compostela Valley	Pantukan						Piasusuan	Napnapan		Pantukan District of Compostela Valley Schools Division, Department of Education	7.255767	126.155922	true	medium
128742	Tayapoc Elementary School			1967	48	61	1	Davao	Davao del Norte		Samal	Samal				Tayapoc	Aundanao		Samal District of Island Garden City of Samal Schools Division, Department of Education	7.102596	125.769592	false	medium
128602	Cogon Elementary School			1947	489	562	1	Davao	Davao del Norte		Samal	Babak					Cogon		Babak District of Island Garden City of Samal Schools Division, Department of Education	6.91253	125.696828	true	medium
128605	Libuak Elementary School			1983	184	202	1	Davao	Davao del Norte		Samal	Babak				Purok 2	Libuak Samal		Babak District of Island Garden City of Samal Schools Division, Department of Education	7.1596452	125.7280491	true	medium
128607	San Agustin Elementary School		San Agustin Primary School	1957	191	225	1	Davao	Davao del Norte		Samal	Babak					San Agustin		Babak District of Island Garden City of Samal Schools Division, Department of Education	7.122230311	125.7106589	true	medium
128693	Matanos Elementary School		Matanos Primary School	1951	190	211	1	Davao	Davao del Norte		Samal	Kaputian					Upper Pangubatan		Kaputian District of Island Garden City of Samal Schools Division, Department of Education	6.937844	125.770454	true	medium
128770	Magugpo Pilot Imelda Elementarty School & Special Education Center			1984	3305	3885	1	Davao	Davao del Norte		Tagum			Sobrecary Street			Magugpo South		Central District Tagum City Schools Division, Department of Education	7.448333	125.801667	true	medium
128771	Magugpo Pilot Central Elementary School			1992	5215	5762	1	Davao	Davao del Norte		Tagum			Sobrecary Street	Mabini Street		Magugpo South		Central District Tagum City Schools Division, Department of Education	7.447778	125.801389	true	medium
128772	Rizal I Elementary School			1992	1657	1888	1	Davao	Davao del Norte		Tagum			Sobrecary Street			Magugpo South		Central District Tagum City Schools Division, Department of Education	7.449225	125.801651	true	medium
128588	Pamacaun Elementary School			1961	358	406	1	Davao	Davao del Norte	Asuncion									Asuncion District of Davao del Norte Schools Division, Department of Education	7.657255	125.726059	true	medium
128615	Balisong Elementary School			1988	165	204	1	Davao	Davao del Norte	Braulio E. Dujali									Braulio Dujali District of Davao del Norte Schools Division, Department of Education	7.459965	125.711975	true	medium
128636	Minda Elementary School			1982	171	194	1	Davao	Davao del Norte	Carmen									Carmen District of Davao del Norte Schools Division, Department of Education	7.349076	125.529034	true	medium
128672	Bunawan Elementary School			1965	255	299	1	Davao	Davao del Norte	Kapalong						Purok 5	Bunawan		Kapalong West District of Davao del Norte Schools Division, Department of Education	7.634712	125.652752	true	medium
128671	Tagasan Elementary School			1960	240	260	1	Davao	Davao del Norte	Kapalong							Upper Tagasan		Kapalong East District of Davao del Norte Schools Division, Department of Education	7.659264	125.587658	false	medium
128647	Aninipot Elementary School			1975	183	203	1	Davao	Davao del Norte	Kapalong								Aninipot	Kapalong East District of Davao del Norte Schools Division, Department of Education	7.660203	125.587753	false	medium
128661	Mambago Elementary School			1993	273	373	1	Davao	Davao del Norte	Kapalong									Kapalong East District of Davao del Norte Schools Division, Department of Education	7.658951	125.587723	false	medium
128666	Patel Elementary School			1993	376	427	1	Davao	Davao del Norte	Kapalong									Kapalong East District of Davao del Norte Schools Division, Department of Education	7.832512	125.609447	true	medium
128706	Guadalupe Elementary School			1965	163	183	1	Davao	Davao del Norte	New Corella						Purok 6-A			New Corella District of Davao del Norte Schools Division, Department of Education	7.583696	125.833333	true	medium
128710	Macgum Elementary School			1959	249	304	1	Davao	Davao del Norte	New Corella									New Corella District of Davao del Norte Schools Division, Department of Education	7.683766	125.835133	true	medium
128765	Santo Tomas Central Elementary School			1950	4936	5634	1	Davao	Davao del Norte	Santo Tomas				R. Magsaysay Avenue					Sto. Tomas West District of Davao del Norte Schools Division, Department of Education	7.5346827	125.6234487	true	medium
128804	NASECO Elementary School			1976	178	202	1	Davao	Davao del Norte	Talaingod			29					Naseco	Talaingod District of Davao del Norte Schools Division, Department of Education	7.1	125.0520278	false	medium
304363	Davao City Special National High School		Davao City Integrated Special School	1983	514	514	2-3	Davao	Davao del Sur		Davao					Km. 7	Bangkal		Talomo District of Davao City Schools Division, Department of Education	7.063064888	125.5598691	true	medium
129490	Baracatan Elementary School			1980	211	252	1	Davao	Davao del Sur		Davao	Toril				Purok 6	Baracatan		Binugao District of Davao City Schools Division, Department of Education	6.971896438	125.428592	true	medium
304347	Biao National High School			1967	415	415	2-3	Davao	Davao del Sur		Davao						Biao Escuela		Tugbok District of Davao City Schools Division, Department of Education	7.163565849	125.5199748	true	medium
129466	Cadalian Elementary School			1998	356	412	1	Davao	Davao del Sur		Davao	Baguio 				Purok 4	Cadalian		Baguio District of Davao City Schools Division, Department of Education	7.147839493	125.3750096	true	medium
129577	Saloy Elementary School			1997	278	321	1	Davao	Davao del Sur		Davao						Saloy		General Roxas District of Davao City Schools Division, Department of Education	7.302626204	125.4105994	true	medium
129496	Mount Apo Elementary School			1998	259	294	1	Davao	Davao del Sur		Davao					Purok 6	Sibulan Toril		Binugao District of Davao City Schools Division, Department of Education	6.976021115	125.3875149	true	medium
129542	Sirib Elementary School			1987	401	440	1	Davao	Davao del Sur		Davao						Sirib		Calinan District of Davao City Schools Division, Department of Education	7.132675687	125.4043862	true	medium
129545	Upper Sirib Elementary School			1959	487	569	1	Davao	Davao del Sur		Davao						Sirib		Calinan District of Davao City Schools Division, Department of Education	7.113703685	125.389798	true	medium
129745	Vinzons Elementary School			1998	628	748	1	Davao	Davao del Sur		Davao					Manuel Guianga	Tugbok		Tugbok District of Davao City Schools Division, Department of Education	7.100899661	125.4130913	true	medium
129506	Buhangin Central Elementary School			1938	3978	4686	1	Davao	Davao del Sur		Davao			Km. 6					Buhangin District of Davao City Schools Division, Department of Education	7.109372452	125.612924	true	medium
129619	Manaong Elementary School		Manaong Primary School	1994	119	140	1	Davao	Davao del Sur		Davao							Manaong	Marilog District of Davao City Schools Division, Department of Education	7.231988	125.255132	true	medium
129686	Manambulan Elementary School			1984	390	464	1	Davao	Davao del Sur		Davao					Manambulan			Piedad District of Davao City Schools Division, Department of Education	7.102430741	125.4535043	true	medium
129690	San Isidro Elementary School			1991	168	210	1	Davao	Davao del Sur		Davao								Piedad District of Davao City Schools Division, Department of Education	7.050432825	125.4378096	true	medium
304345	Bernardo D. Carpio National High School			1975	2164	2164	2-3	Davao	Davao del Sur		Davao			Km 7 		Pioneer Village			Buhangin District of Davao City Schools Division, Department of Education	7.113496295	125.6079466	true	medium
128811	Balutakay Elementary School			1980	312	349	1	Davao	Davao del Sur	Bansalan									Bansalan East District of Davao del Sur Schools Division, Department of Education	6.080633333	125.1011	true	medium
128870	Guihing Central Elementary School			1946	1645	1840	1	Davao	Davao del Sur	Hagonoy				National Highway			Guihing		Hagonoy II District of Davao del Sur Schools Division, Department of Education	6.6818527	125.3497045	true	medium
128902	Idea Elementary School			2002	264	302	1	Davao	Davao del Sur	Kiblawan									Kiblawan District of Davao del Sur Schools Division, Department of Education	6.4626	125.26055	true	medium
128940	New Ilocos Elementary School			1960	212	248	1	Davao	Davao del Sur	Magsaysay									Magsaysay South District of Davao del Sur Schools Division, Department of Education	6.777498	125.147323	true	medium
128944	Tagaytay Elementary School			1994	156	180	1	Davao	Davao del Sur	Magsaysay									Magsaysay South District of Davao del Sur Schools Division, Department of Education	6.753625	125.089023	true	medium
129050	Padada South Elementary School			2001	490	539	1	Davao	Davao del Sur	Padada				Lapu-Lapu Street					Padada District of Davao del Sur Schools Division, Department of Education	6.635986728	125.3414593	true	medium
129079	Don Amancio Bendigo, Sr. Elementary School		Don Amancio Elementary School	1980	118	130	1	Davao	Davao del Sur	Santa Cruz						Tabug	Sibulan		Sta. Cruz North District of Davao del Sur Schools Division, Department of Education	6.974203	125.406685	true	medium
129077	Coronon Elementary School			1950	1387	1613	1	Davao	Davao del Sur	Santa Cruz									Sta. Cruz North District of Davao del Sur Schools Division, Department of Education	6.8776851	125.451122	true	medium
128963	Biao Elementary School			1996	307	352	1	Davao	Davao Occidental	Malita						Biao	Pinalpalan		Malita North District of Davao del Sur Schools Division, Department of Education	6.386275	125.47049	true	medium
128987	Tubalan Elementary School			2000	718	822	1	Davao	Davao Occidental	Malita							Tubalan		Malita North District of Davao del Sur Schools Division, Department of Education	6.492936253	125.5669642	true	medium
128978	Mariano Peralta Elementary School			2002	1579	1781	1	Davao	Davao Occidental	Malita									Malita North District of Davao del Sur Schools Division, Department of Education	6.4108742	125.6009354	true	medium
129391	Buso Elementary School			1953	304	335	1	Davao	Davao Oriental		Mati						Centro Buso		Mati North District of Mati City Schools Division, Department of Education	7.00788	126.235802	true	medium
129384	Sudlon Elementary School			1970	129	139	1	Davao	Davao Oriental		Mati								Mati Central District of Mati City Schools Division, Department of Education	6.987674	126.190666	true	medium
129162	Santa Cruz Elementary School			1975	82	94	1	Davao	Davao Oriental	Baganga						Santa Cruz	Kinablangan		Baganga North District of Davao Oriental Schools Division, Department of Education	7.035591667	126.0018167	false	medium
129194	Baclinan Primary School			1970	53	60	1	Davao	Davao Oriental	Boston									Boston District of Davao Oriental Schools Division, Department of Education	7.051519444	126.0177056	false	medium
129208	Baugo Elementary School			1970	387	467	1	Davao	Davao Oriental	Caraga									Caraga North District of Davao Oriental Schools Division, Department of Education	7.419238388	126.5152812	true	medium
129214	Kapaypayan Primary School			2002	30	39	1	Davao	Davao Oriental	Caraga									Caraga North District of Davao Oriental Schools Division, Department of Education	7.401127	126.430008	true	medium
129273	San Rafael Elementary School			1949	506	572	1	Davao	Davao Oriental	Cateel									Cateel II District of Davao Oriental Schools Division, Department of Education	7.766123	126.451844	true	medium
304336	Sigaboy Agricultural Vocational High School			2002	615	615	2-3	Davao	Davao Oriental	Governor Generoso									Gov. Generoso North District of Mati City Schools Division, Department of Education	6.956343	126.222137	true	medium
129306	Immaculada Elementary School			2002	58	67	1	Davao	Davao Oriental	Lupon									Lupon East District of Mati City Schools Division, Department of Education	7.061536	126.187935	true	medium
129335	Severino Taming Elementary School		Bagsak Elementary School	1960	71	77	1	Davao	Davao Oriental	Manay						Purok 26	Bagsak		Manay District of Davao Oriental Schools Division, Department of Education	7.247353	126.574518	true	medium
129361	New Macopa Elementary School		New Macopa Primary School	1970	47	52	1	Davao	Davao Oriental	Manay							New Macopa		Manay District of Davao Oriental Schools Division, Department of Education	7.066727778	126.0334028	false	medium
129333	New Dahican Elementary School			1970	90	100	1	Davao	Davao Oriental	Manay						New Dahican	Old Macopa		Manay District of Davao Oriental Schools Division, Department of Education	7.036019444	126.0179	false	medium
129337	Batobato Primary School			1970	13	17	1	Davao	Davao Oriental	Manay						Batobato	Old Macopa		Manay District of Davao Oriental Schools Division, Department of Education	7.050269444	126.0500833	false	medium
129336	R. Sumambot Elementary School		Banacabac Elementary School	1956	85	97	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.050238889	126.0674667	false	medium
129339	Bongan Taleon Tinggoy Primary School			1970	40	47	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.237577	126.521882	false	medium
129340	Caipoc Primary School			1970	21	27	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.100436111	126.1024444	false	medium
129343	Catabuanan Primary School			1988	13	20	1	Davao	Davao Oriental	Manay						Catabuanan			Manay District of Davao Oriental Schools Division, Department of Education	7.117211111	126.1000056	true	medium
129352	P. Mandaguio Elementary School		Libuac Elementary School	1965	197	220	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.000575	126.0668111	false	medium
129353	Limentuog Elementary School			1965	144	171	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.102536111	126.0352444	false	medium
129364	Pagsayawan Primary School			1993	12	18	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.102169444	126.0173694	false	medium
129365	Pagsilaan Elementary School		Pagsilaan Primary School	1960	93	104	1	Davao	Davao Oriental	Manay						Catagbacan			Manay District of Davao Oriental Schools Division, Department of Education	7.002341667	126.1185694	false	medium
129372	Tengson Elementary School		Tengson Primary School	1987	109	125	1	Davao	Davao Oriental	Manay									Manay District of Davao Oriental Schools Division, Department of Education	7.018997222	126.1001528	false	medium
129433	Bitaogan Central Elementary School			1975	270	324	1	Davao	Davao Oriental	San Isidro							Bitaogan		San Isidro South District of Mati City Schools Division, Department of Education	6.768885	126.094238	true	medium
129445	Cabagayan Elementary School			1920	533	594	1	Davao	Davao Oriental	Tarragona							Cabagayan		Tarragona District of Davao Oriental Schools Division, Department of Education	7.032003814	126.4249968	true	medium
313201	Western Biliran School for the Arts and Culture			2010	270	270	2-3	Eastern Visayas	Biliran	Almeria							Tamarindo		Almeria District of Biliran Schools Division, Department of Education	11.606104	124.404434	true	medium
120803	Caibiran Special Education Center			2000	378	471	1	Eastern Visayas	Biliran	Caibiran									Caibiran District of Biliran Schools Division, Department of Education	11.570127	124.578827	true	medium
122442	Santo Niño Elementary School			1953	94	107	1	Eastern Visayas	Eastern Samar	Dolores				Barangay Road					Dolores I District of Eastern Samar Schools Division, Department of Education	12.0676	125.4366	false	medium
122448	Cagtabon Elementary School			1954	31	40	1	Eastern Visayas	Eastern Samar	Dolores				Barangay Road					Dolores II District of Eastern Samar Schools Division, Department of Education	12.0556	125.3566	false	medium
122515	President Roxas Elementary School			1956	69	77	1	Eastern Visayas	Eastern Samar	Giporlos				Barangay Road					Giporlos District of Eastern Samar Schools Division, Department of Education	11.1421	125.4411	false	medium
122522	Dalaragan Primary School			2001	58	58	1	Eastern Visayas	Eastern Samar	Guiuan				Barangay Road					Guiuan East District of Eastern Samar Schools Division, Department of Education	11.032106	125.759552	true	medium
122773	San Pablo Elementary School			1968	135	147	1	Eastern Visayas	Eastern Samar	Taft				National Road			San Pablo		Taft District of Eastern Samar Schools Division, Department of Education	11.8837	125.3422	false	medium
121087	Kambonggan Elementary School			1967	109	122	0-1	Eastern Visayas	Leyte		Baybay						Kambonggan		Baybay I District of Baybay City Schools Division, Department of Education	10.63819124	124.8797326	true	medium
121114	Amgohan Elementary School			1950	219	249	1	Eastern Visayas	Leyte		Baybay								Baybay III District of Baybay City Schools Division, Department of Education	10.57625162	124.8719553	false	medium
124196	Naungan Elementary School			1922	603	705	1	Eastern Visayas	Leyte		Ormoc								Ormoc III District of Ormoc City Schools Division, Department of Education	11.012521	124.578804	true	medium
314001	San Jose National Night High School			2004	173	173	2	Eastern Visayas	Leyte		Tacloban					Manlurip San Jose	Barangay 87		District Learning Center I Tacloban City Schools Division, Department of Education	11.200746	125.021183	true	medium
303664	Marasbaras National High School			1992	925	925	2	Eastern Visayas	Leyte		Tacloban			Mango Lane					District Learning Center I Tacloban City Schools Division, Department of Education	11.19576667	125.0075528	true	medium
314002	Cirilo Roy Montejo National Night High School – Annex			2005	221	221	2	Eastern Visayas	Leyte		Tacloban			Corner P. Paterno Street 7 T. Claudio Street					District Learning Center I Tacloban City Schools Division, Department of Education	11.24582778	125.0050778	true	medium
120912	Katipunan Elementary School			1957-06-01	206	246	1	Eastern Visayas	Leyte	Abuyog									Abuyog North District of Leyte Schools Division, Department of Education	10.72204102	124.9545998	false	medium
303344	Balocawehay National High School			1980	919	919	2-3	Eastern Visayas	Leyte	Abuyog				Osmeña Street					Abuyog North District of Leyte Schools Division, Department of Education	10.71115592	124.957639	true	medium
313313	Libertad National High School		Hampipila National High School – Libertad Annex	2004	155	155	2-3	Eastern Visayas	Leyte	Abuyog									Abuyog South District of Leyte Schools Division, Department of Education	10.584295	125.045522	true	medium
121006	Bacong Elementary School			1956	79	102	0-1	Eastern Visayas	Leyte	Babatngon							Bacong		Babatngon District of Leyte Schools Division, Department of Education	11.4018942	124.8254033	false	medium
121075	Tabunok Elementary School			1950	276	313	0-1	Eastern Visayas	Leyte	Bato									Bato District of Leyte Schools Division, Department of Education	10.34432426	124.7994544	true	medium
121209	Bunacan Elementary School			1941	126	142	1	Eastern Visayas	Leyte	Calubian									Calubian North District of Leyte Schools Division, Department of Education	11.4984117	124.3719606	true	medium
121310	Cabuloran Elementary School			1969	191	217	0-1	Eastern Visayas	Leyte	Dagami									Dagami South District of Leyte Schools Division, Department of Education	11.05011828	124.9064014	true	medium
121335	San Rafael Elementary School			1957-06-01	234	270	1	Eastern Visayas	Leyte	Dulag							San Rafael		Dulag North District of Leyte Schools Division, Department of Education	10.97039025	125.0372338	true	medium
121334	San Jose Central School			1941	638	738	1	Eastern Visayas	Leyte	Dulag									Dulag North District of Leyte Schools Division, Department of Education	14.5653015	121.0246344	true	medium
313333	Rizal National High School			2012	135	135	2-3	Eastern Visayas	Leyte	Dulag									Dulag North District of Leyte Schools Division, Department of Education	11.177303	124.59617	true	medium
121423	Guadalupe Elementary School			1961-12-31	151	170	1	Eastern Visayas	Leyte	Inopacan									Inopacan District of Leyte Schools Division, Department of Education	10.54375437	124.7658434	true	medium
121508	Naliwatan Primary School			1973	47	47	1	Eastern Visayas	Leyte	Javier							Naliwatan		Javier District of Leyte Schools Division, Department of Education	10.76623796	124.944178	true	medium
121496	Calzada Elementary School			1967	136	165	0-1	Eastern Visayas	Leyte	Javier									Javier District of Leyte Schools Division, Department of Education	10.77813687	125.0014	true	medium
121497	Cancayang Elementary School			1968	140	158	0-1	Eastern Visayas	Leyte	Javier									Javier District of Leyte Schools Division, Department of Education	10.752944	124.952979	true	medium
121587	Baco Elementary School			1964-06-01	158	183	0-1	Eastern Visayas	Leyte	Leyte							Baco		Leyte I District of Leyte Schools Division, Department of Education	11.40008495	124.485015	true	medium
121622	Maya Elementary School			1953	139	161	1	Eastern Visayas	Leyte	Macarthur									Macarthur District of Leyte Schools Division, Department of Education	10.80429106	124.9966781	true	medium
121706	Mabini Elementary School			1955	146	172	0-1	Eastern Visayas	Leyte	Mayorga							Mabini		Mayorga District of Leyte Schools Division, Department of Education	10.89150705	124.9741785	true	medium
121719	Canbantug Elementary School			1949	205	238	1	Eastern Visayas	Leyte	Merida									Merida District of Leyte Schools Division, Department of Education	10.97412542	124.5077019	false	medium
121730	Merida Central School			1920	777	868	0-1	Eastern Visayas	Leyte	Merida				Rizal Street					Merida District of Leyte Schools Division, Department of Education	10.9092858	124.5380685	true	medium
121764	San Jose Elementary School			1970	368	430	0-1	Eastern Visayas	Leyte	Palo							San Jose		Palo II District of Leyte Schools Division, Department of Education	11.16982061	124.9772349	true	medium
121758	Libertad Elementary School			1972	426	487	0-1	Eastern Visayas	Leyte	Palo									Palo II District of Leyte Schools Division, Department of Education	11.16141029	124.9580019	false	medium
121853	Capilihan Primary School			1971	10	23	1	Eastern Visayas	Leyte	San Miguel									San Miguel District of Leyte Schools Division, Department of Education	11.27092511	124.8639026	true	medium
303430	Santa Fe National High School			1968	1311	1311	2-3	Eastern Visayas	Leyte	Santa Fe				San Ana Street					Sta. Fe District of Leyte Schools Division, Department of Education	11.18491426	124.9154757	true	medium
121951	Malbog Elementary School			1969	80	94	1	Eastern Visayas	Leyte	Tolosa									Tolosa District of Leyte Schools Division, Department of Education	11.05371747	125.0286232	false	medium
121955	San Vicente Elementary School			1949	173	194	1	Eastern Visayas	Leyte	Tolosa									Tolosa District of Leyte Schools Division, Department of Education	11.03788575	124.9902012	true	medium
122856	Catarman I Central School			1948	2430	2651	0-1	Eastern Visayas	Northern Samar	Catarman							A. Mabini		Catarman I District of Northern Samar Schools Division, Department of Education	12.50074722	124.6392	true	medium
303541	Catarman National High School			1983	3112	3145	2-3	Eastern Visayas	Northern Samar	Catarman				Rizal Street			Extension		Catarman III District of Northern Samar Schools Division, Department of Education	12.50443889	124.6246083	true	medium
303573	Rosario National High School			1969	666	666	2-3	Eastern Visayas	Northern Samar	Rosario									Rosario District of Northern Samar Schools Division, Department of Education	12.524	124.424004	true	medium
123241	Lubog Primary School			1970	32	40	1	Eastern Visayas	Northern Samar	San Roque				Lubog Road					San Roque District of Northern Samar Schools Division, Department of Education	12.467481	124.859593	true	medium
123261	Gebolwangan Elementary School		Gebolwangan Primary School	1988	168	207	1	Eastern Visayas	Northern Samar	Silvino Lobos									Silvino Lubos District of Northern Samar Schools Division, Department of Education	12.4157892	124.8184204	false	medium
122161	Ibarra Elementary School			1941	342	389	1	Eastern Visayas	Southern Leyte		Maasin								District II Maasin City Schools Division, Department of Education	10.130187	124.879189	true	medium
122176	Tigbawan Integrated School		Tigbawan Elementary School	1970	180	205	1	Eastern Visayas	Southern Leyte		Maasin			Cagayan Provincial Road					District I Maasin City Schools Division, Department of Education	10.185821	124.910088	false	medium
122035	Libas Elementary School		Libas Primary School	1982	94	102	1	Eastern Visayas	Southern Leyte	Hinunangan							Libas		Hinunangan District of Southern Leyte Schools Division, Department of Education	10.403572	125.119314	false	medium
122064	Ambao Elementary School		Ambao Primary School	1958	65	78	1	Eastern Visayas	Southern Leyte	Hinundayan						Talisay			Hinundayan District of Southern Leyte Schools Division, Department of Education	10.337528	125.262245	true	medium
122107	Pandan Elementary School		Pandan Primary School	1991	77	92	1	Eastern Visayas	Southern Leyte	Liloan									Liloan District of Southern Leyte Schools Division, Department of Education	10.128639	125.19207	true	medium
122223	Magallanes Elementary School			1953	251	283	1	Eastern Visayas	Southern Leyte	Limasawa									Limasawa District of Southern Leyte Schools Division, Department of Education	9.915082	125.076199	false	medium
122188	Mabini Elementary School			1948	149	168	1	Eastern Visayas	Southern Leyte	Macrohon							Mabini		Macrohon District of Southern Leyte Schools Division, Department of Education	10.111852	124.915524	true	medium
122247	Basak Elementary School			1969	92	100	1	Eastern Visayas	Southern Leyte	San Juan									San Juan District of Southern Leyte Schools Division, Department of Education	10.261546	125.18609	false	medium
122251	Pong-oy Elementary School			1954	228	265	1	Eastern Visayas	Southern Leyte	San Juan									San Juan District of Southern Leyte Schools Division, Department of Education	10.275904	125.177093	false	medium
313803	Calbayog City Night High School		Calbayog City High School (night Department)	2007	543	543	2	Eastern Visayas	Western Samar		Calbayog			Gomez Street			Hamorawon		Calbayog District III Calbayog City Schools Division, Department of Education	12.074403	124.600594	true	medium
124079	Buenavista Elementary School			1971	12	12	1	Eastern Visayas	Western Samar		Calbayog								Calbayog District V Calbayog City Schools Division, Department of Education	12.239701	124.65686	false	medium
124086	Canjumadac Elementary School		Canjumadac Primary School	1968	50	62	0-1	Eastern Visayas	Western Samar		Calbayog								Calbayog District IV Calbayog City Schools Division, Department of Education	12.193395	124.685497	false	medium
123309	Biga Elementary School			1993	123	133	1	Eastern Visayas	Western Samar	Basey								Biga	Basey I District of Samar Schools Division, Department of Education	11.484062	125.228634	false	medium
